"","palabra","sentimiento","lexicon","valor"
"8512","orar","Miedo","nrc",NA
"8513","orar","Positivo","nrc",NA
"8514","orar","Anticipación","nrc",NA
"8515","orco","Rechazo","nrc",NA
"8516","orco","Enojo","nrc",NA
"8517","orco","Miedo","nrc",NA
"8518","orco","Negativo","nrc",NA
"8519","ordalía","Asombro","nrc",NA
"8520","ordalía","Enojo","nrc",NA
"8521","ordalía","Negativo","nrc",NA
"8522","ordenación","Alegría","nrc",NA
"8523","ordenación","Confianza","nrc",NA
"8524","ordenación","Positivo","nrc",NA
"8525","ordenación","Anticipación","nrc",NA
"8526","ordenado","Confianza","nrc",NA
"8527","ordenado","Positivo","nrc",NA
"8528","ordenanza","Confianza","nrc",NA
"8529","orfeón","Positivo","nrc",NA
"8530","orgánico","Positivo","nrc",NA
"8531","organización","Alegría","nrc",NA
"8532","organización","Asombro","nrc",NA
"8533","organización","Confianza","nrc",NA
"8534","organización","Positivo","nrc",NA
"8535","organización","Anticipación","nrc",NA
"8536","organizado","Positivo","nrc",NA
"8537","organizar","Positivo","nrc",NA
"8538","órgano","Alegría","nrc",NA
"8539","órgano","Anticipación","nrc",NA
"8540","orgasmo","Alegría","nrc",NA
"8541","orgasmo","Positivo","nrc",NA
"8542","orgasmo","Anticipación","nrc",NA
"8543","orgullo","Alegría","nrc",NA
"8544","orgullo","Positivo","nrc",NA
"8545","orgulloso","Alegría","nrc",NA
"8546","orgulloso","Confianza","nrc",NA
"8547","orgulloso","Positivo","nrc",NA
"8548","orgulloso","Anticipación","nrc",NA
"8549","originalidad","Asombro","nrc",NA
"8550","originalidad","Positivo","nrc",NA
"8551","ornamentado","Positivo","nrc",NA
"8552","oro","Positivo","nrc",NA
"8553","oropel","Alegría","nrc",NA
"8554","oropel","Positivo","nrc",NA
"8555","orquesta","Alegría","nrc",NA
"8556","orquesta","Confianza","nrc",NA
"8557","orquesta","Enojo","nrc",NA
"8558","orquesta","Positivo","nrc",NA
"8559","orquesta","Tristeza","nrc",NA
"8560","ortiga","Rechazo","nrc",NA
"8561","ortiga","Enojo","nrc",NA
"8562","ortiga","Negativo","nrc",NA
"8563","ortodoxia","Confianza","nrc",NA
"8564","ortografía","Positivo","nrc",NA
"8565","oscurecer","Miedo","nrc",NA
"8566","oscurecer","Negativo","nrc",NA
"8567","oscurecer","Tristeza","nrc",NA
"8568","oscurecido","Miedo","nrc",NA
"8569","oscurecido","Negativo","nrc",NA
"8570","oscurecido","Tristeza","nrc",NA
"8571","oscuridad","Enojo","nrc",NA
"8572","oscuridad","Miedo","nrc",NA
"8573","oscuridad","Negativo","nrc",NA
"8574","oscuridad","Tristeza","nrc",NA
"8575","oscuro","Tristeza","nrc",NA
"8576","ostentar","Negativo","nrc",NA
"8577","ovación","Negativo","nrc",NA
"8578","ovación","Tristeza","nrc",NA
"8579","owing","Confianza","nrc",NA
"8580","owing","Rechazo","nrc",NA
"8581","owing","Enojo","nrc",NA
"8582","owing","Miedo","nrc",NA
"8583","owing","Negativo","nrc",NA
"8584","owing","Anticipación","nrc",NA
"8585","owing","Tristeza","nrc",NA
"8586","oxidación","Negativo","nrc",NA
"8587","oxidado","Negativo","nrc",NA
"8588","óxido","Negativo","nrc",NA
"8589","paca","Miedo","nrc",NA
"8590","paca","Negativo","nrc",NA
"8591","paciencia","Confianza","nrc",NA
"8592","paciencia","Positivo","nrc",NA
"8593","paciencia","Anticipación","nrc",NA
"8594","paciente","Positivo","nrc",NA
"8595","paciente","Anticipación","nrc",NA
"8596","pacífico","Alegría","nrc",NA
"8597","pacífico","Asombro","nrc",NA
"8598","pacífico","Confianza","nrc",NA
"8599","pacífico","Positivo","nrc",NA
"8600","pacífico","Anticipación","nrc",NA
"8601","pacotilla","Rechazo","nrc",NA
"8602","pacotilla","Enojo","nrc",NA
"8603","pacotilla","Negativo","nrc",NA
"8604","pacto","Confianza","nrc",NA
"8605","pacto","Positivo","nrc",NA
"8606","padre","Confianza","nrc",NA
"8607","pagano","Miedo","nrc",NA
"8608","pagano","Negativo","nrc",NA
"8609","pagar","Alegría","nrc",NA
"8610","pagar","Confianza","nrc",NA
"8611","pagar","Positivo","nrc",NA
"8612","pagar","Anticipación","nrc",NA
"8613","pago","Negativo","nrc",NA
"8614","paja","Enojo","nrc",NA
"8615","paja","Miedo","nrc",NA
"8616","paja","Negativo","nrc",NA
"8617","palabra","Confianza","nrc",NA
"8618","palabra","Positivo","nrc",NA
"8619","palabras","Enojo","nrc",NA
"8620","palabras","Negativo","nrc",NA
"8621","palanca","Confianza","nrc",NA
"8622","palanca","Enojo","nrc",NA
"8623","palanca","Negativo","nrc",NA
"8624","palanca","Anticipación","nrc",NA
"8625","paleta","Positivo","nrc",NA
"8626","paleta","Anticipación","nrc",NA
"8627","paliativo","Positivo","nrc",NA
"8628","pálido","Miedo","nrc",NA
"8629","pálido","Negativo","nrc",NA
"8630","pálido","Tristeza","nrc",NA
"8631","paliza","Enojo","nrc",NA
"8632","paliza","Miedo","nrc",NA
"8633","paliza","Negativo","nrc",NA
"8634","paliza","Tristeza","nrc",NA
"8635","paloma","Alegría","nrc",NA
"8636","paloma","Confianza","nrc",NA
"8637","paloma","Negativo","nrc",NA
"8638","paloma","Positivo","nrc",NA
"8639","paloma","Anticipación","nrc",NA
"8640","palpable","Asombro","nrc",NA
"8641","pan","Negativo","nrc",NA
"8642","panacea","Positivo","nrc",NA
"8643","pandemia","Miedo","nrc",NA
"8644","pandemia","Negativo","nrc",NA
"8645","pandemia","Tristeza","nrc",NA
"8646","pandilla","Enojo","nrc",NA
"8647","pandilla","Miedo","nrc",NA
"8648","pandilla","Negativo","nrc",NA
"8649","pánico","Miedo","nrc",NA
"8650","pánico","Negativo","nrc",NA
"8651","pantano","Rechazo","nrc",NA
"8652","pantano","Miedo","nrc",NA
"8653","pantano","Negativo","nrc",NA
"8654","pantanoso","Rechazo","nrc",NA
"8655","pantanoso","Miedo","nrc",NA
"8656","pantanoso","Negativo","nrc",NA
"8657","pañal","Rechazo","nrc",NA
"8658","pañal","Negativo","nrc",NA
"8659","pañales","Rechazo","nrc",NA
"8660","papa","Positivo","nrc",NA
"8661","paperas","Negativo","nrc",NA
"8662","paracaídas","Miedo","nrc",NA
"8663","parada","Enojo","nrc",NA
"8664","parada","Negativo","nrc",NA
"8665","parafrasear","Negativo","nrc",NA
"8666","parafrasear","Positivo","nrc",NA
"8667","parálisis","Rechazo","nrc",NA
"8668","parálisis","Enojo","nrc",NA
"8669","parálisis","Miedo","nrc",NA
"8670","parálisis","Negativo","nrc",NA
"8671","parálisis","Anticipación","nrc",NA
"8672","parálisis","Tristeza","nrc",NA
"8673","paralizado","Asombro","nrc",NA
"8674","paralizado","Enojo","nrc",NA
"8675","paralizado","Miedo","nrc",NA
"8676","paralizado","Negativo","nrc",NA
"8677","paralizado","Tristeza","nrc",NA
"8678","paranoia","Miedo","nrc",NA
"8679","paranoia","Negativo","nrc",NA
"8680","parásito","Rechazo","nrc",NA
"8681","parásito","Enojo","nrc",NA
"8682","parásito","Miedo","nrc",NA
"8683","parásito","Negativo","nrc",NA
"8684","parche","Negativo","nrc",NA
"8685","parcial","Negativo","nrc",NA
"8686","parcialidad","Enojo","nrc",NA
"8687","parcialidad","Negativo","nrc",NA
"8688","pardo","Negativo","nrc",NA
"8689","parecido","Confianza","nrc",NA
"8690","parentela","Positivo","nrc",NA
"8691","paria","Rechazo","nrc",NA
"8692","paria","Miedo","nrc",NA
"8693","paria","Negativo","nrc",NA
"8694","paria","Tristeza","nrc",NA
"8695","parietal","Confianza","nrc",NA
"8696","parietal","Positivo","nrc",NA
"8697","parlamento","Confianza","nrc",NA
"8698","parlotear","Negativo","nrc",NA
"8699","parlotear","Positivo","nrc",NA
"8700","parloteo","Positivo","nrc",NA
"8701","paro","Negativo","nrc",NA
"8702","parodia","Rechazo","nrc",NA
"8703","parodia","Miedo","nrc",NA
"8704","parodia","Negativo","nrc",NA
"8705","parodia","Tristeza","nrc",NA
"8706","parrilla","Negativo","nrc",NA
"8707","parroquia","Confianza","nrc",NA
"8708","parsimonioso","Negativo","nrc",NA
"8709","partera","Alegría","nrc",NA
"8710","partera","Confianza","nrc",NA
"8711","partera","Negativo","nrc",NA
"8712","partera","Positivo","nrc",NA
"8713","partera","Anticipación","nrc",NA
"8714","partería","Positivo","nrc",NA
"8715","participación","Enojo","nrc",NA
"8716","participación","Positivo","nrc",NA
"8717","participar","Confianza","nrc",NA
"8718","participar","Positivo","nrc",NA
"8719","particularmente","Asombro","nrc",NA
"8720","partidario","Alegría","nrc",NA
"8721","partidario","Confianza","nrc",NA
"8722","partidario","Positivo","nrc",NA
"8723","partidista","Negativo","nrc",NA
"8724","partisano","Negativo","nrc",NA
"8725","pasajero","Anticipación","nrc",NA
"8726","pasatiempo","Positivo","nrc",NA
"8727","pasión","Alegría","nrc",NA
"8728","pasión","Confianza","nrc",NA
"8729","pasión","Positivo","nrc",NA
"8730","pasión","Anticipación","nrc",NA
"8731","pasividad","Negativo","nrc",NA
"8732","pasivo","Negativo","nrc",NA
"8733","pasteles","Alegría","nrc",NA
"8734","pasteles","Positivo","nrc",NA
"8735","pasto","Positivo","nrc",NA
"8736","pastor","Alegría","nrc",NA
"8737","pastor","Confianza","nrc",NA
"8738","pastor","Positivo","nrc",NA
"8739","patada","Enojo","nrc",NA
"8740","patada","Negativo","nrc",NA
"8741","pateando","Enojo","nrc",NA
"8742","patente","Positivo","nrc",NA
"8743","patético","Rechazo","nrc",NA
"8744","patético","Negativo","nrc",NA
"8745","patético","Tristeza","nrc",NA
"8746","patín","Enojo","nrc",NA
"8747","patín","Miedo","nrc",NA
"8748","patín","Negativo","nrc",NA
"8749","patín","Tristeza","nrc",NA
"8750","patraña","Rechazo","nrc",NA
"8751","patraña","Enojo","nrc",NA
"8752","patraña","Negativo","nrc",NA
"8753","patraña","Tristeza","nrc",NA
"8754","patriarcal","Confianza","nrc",NA
"8755","patriarcal","Positivo","nrc",NA
"8756","patrimonio","Confianza","nrc",NA
"8757","patrocinador","Confianza","nrc",NA
"8758","patrocinador","Positivo","nrc",NA
"8759","patrón","Confianza","nrc",NA
"8760","patrón","Positivo","nrc",NA
"8761","patrulla","Confianza","nrc",NA
"8762","pavimento","Confianza","nrc",NA
"8763","pavor","Miedo","nrc",NA
"8764","pavor","Negativo","nrc",NA
"8765","pavor","Anticipación","nrc",NA
"8766","payaso","Alegría","nrc",NA
"8767","payaso","Asombro","nrc",NA
"8768","payaso","Positivo","nrc",NA
"8769","payaso","Anticipación","nrc",NA
"8770","paz","Alegría","nrc",NA
"8771","paz","Confianza","nrc",NA
"8772","paz","Positivo","nrc",NA
"8773","paz","Anticipación","nrc",NA
"8774","peatonal","Negativo","nrc",NA
"8775","pecado","Rechazo","nrc",NA
"8776","pecado","Enojo","nrc",NA
"8777","pecado","Miedo","nrc",NA
"8778","pecado","Negativo","nrc",NA
"8779","pecado","Tristeza","nrc",NA
"8780","pecador","Rechazo","nrc",NA
"8781","pecador","Enojo","nrc",NA
"8782","pecador","Miedo","nrc",NA
"8783","pecador","Negativo","nrc",NA
"8784","pecador","Tristeza","nrc",NA
"8785","pecaminoso","Rechazo","nrc",NA
"8786","pecaminoso","Enojo","nrc",NA
"8787","pecaminoso","Miedo","nrc",NA
"8788","pecaminoso","Negativo","nrc",NA
"8789","pecaminoso","Tristeza","nrc",NA
"8790","pecar","Rechazo","nrc",NA
"8791","pecar","Negativo","nrc",NA
"8792","peculiaridad","Positivo","nrc",NA
"8793","peculiaridades","Negativo","nrc",NA
"8794","pega","Asombro","nrc",NA
"8795","pega","Negativo","nrc",NA
"8796","pegajoso","Rechazo","nrc",NA
"8797","pelea","Asombro","nrc",NA
"8798","pelea","Enojo","nrc",NA
"8799","pelea","Negativo","nrc",NA
"8800","peligro","Miedo","nrc",NA
"8801","peligro","Negativo","nrc",NA
"8802","peligro","Anticipación","nrc",NA
"8803","peligro","Tristeza","nrc",NA
"8804","peligroso","Miedo","nrc",NA
"8805","peligroso","Negativo","nrc",NA
"8806","peligroso","Anticipación","nrc",NA
"8807","peligroso","Tristeza","nrc",NA
"8808","pelotón","Miedo","nrc",NA
"8809","peludo","Rechazo","nrc",NA
"8810","peludo","Negativo","nrc",NA
"8811","pena","Enojo","nrc",NA
"8812","pena","Miedo","nrc",NA
"8813","pena","Negativo","nrc",NA
"8814","pena","Tristeza","nrc",NA
"8815","penal","Miedo","nrc",NA
"8816","penal","Negativo","nrc",NA
"8817","penal","Tristeza","nrc",NA
"8818","penetración","Enojo","nrc",NA
"8819","penetración","Miedo","nrc",NA
"8820","penetración","Negativo","nrc",NA
"8821","penitencia","Miedo","nrc",NA
"8822","penitencia","Tristeza","nrc",NA
"8823","penitenciario","Enojo","nrc",NA
"8824","penitenciario","Negativo","nrc",NA
"8825","penosamente","Negativo","nrc",NA
"8826","penosamente","Tristeza","nrc",NA
"8827","pensador","Positivo","nrc",NA
"8828","pensamiento","Anticipación","nrc",NA
"8829","pensativo","Confianza","nrc",NA
"8830","pensativo","Positivo","nrc",NA
"8831","pensativo","Tristeza","nrc",NA
"8832","penumbra","Negativo","nrc",NA
"8833","penumbra","Tristeza","nrc",NA
"8834","peón","Confianza","nrc",NA
"8835","peón","Negativo","nrc",NA
"8836","peor","Miedo","nrc",NA
"8837","peor","Negativo","nrc",NA
"8838","peor","Tristeza","nrc",NA
"8839","pequeño","Negativo","nrc",NA
"8840","percance","Asombro","nrc",NA
"8841","percance","Rechazo","nrc",NA
"8842","percance","Miedo","nrc",NA
"8843","percance","Negativo","nrc",NA
"8844","percance","Tristeza","nrc",NA
"8845","perceptible","Positivo","nrc",NA
"8846","percibir","Confianza","nrc",NA
"8847","percibir","Positivo","nrc",NA
"8848","perder","Asombro","nrc",NA
"8849","perder","Rechazo","nrc",NA
"8850","perder","Enojo","nrc",NA
"8851","perder","Miedo","nrc",NA
"8852","perder","Negativo","nrc",NA
"8853","perder","Tristeza","nrc",NA
"8854","perdición","Rechazo","nrc",NA
"8855","perdición","Enojo","nrc",NA
"8856","perdición","Miedo","nrc",NA
"8857","perdición","Negativo","nrc",NA
"8858","perdición","Tristeza","nrc",NA
"8859","pérdida","Enojo","nrc",NA
"8860","pérdida","Miedo","nrc",NA
"8861","pérdida","Negativo","nrc",NA
"8862","pérdida","Tristeza","nrc",NA
"8863","perdido","Negativo","nrc",NA
"8864","perdido","Tristeza","nrc",NA
"8865","perdón","Positivo","nrc",NA
"8866","perdonado","Positivo","nrc",NA
"8867","perdonador","Confianza","nrc",NA
"8868","perdonador","Positivo","nrc",NA
"8869","perdonar","Positivo","nrc",NA
"8870","perecedero","Negativo","nrc",NA
"8871","perecer","Miedo","nrc",NA
"8872","perecer","Negativo","nrc",NA
"8873","perecer","Tristeza","nrc",NA
"8874","perecido","Negativo","nrc",NA
"8875","perecido","Tristeza","nrc",NA
"8876","pereciendo","Miedo","nrc",NA
"8877","pereciendo","Negativo","nrc",NA
"8878","pereciendo","Tristeza","nrc",NA
"8879","perenne","Confianza","nrc",NA
"8880","perenne","Positivo","nrc",NA
"8881","pereza","Rechazo","nrc",NA
"8882","pereza","Negativo","nrc",NA
"8883","perezoso","Negativo","nrc",NA
"8884","perfección","Alegría","nrc",NA
"8885","perfección","Asombro","nrc",NA
"8886","perfección","Confianza","nrc",NA
"8887","perfección","Positivo","nrc",NA
"8888","perfección","Anticipación","nrc",NA
"8889","perfecto","Alegría","nrc",NA
"8890","perfecto","Confianza","nrc",NA
"8891","perfecto","Positivo","nrc",NA
"8892","perfecto","Anticipación","nrc",NA
"8893","pericia","Confianza","nrc",NA
"8894","pericia","Positivo","nrc",NA
"8895","peril","Miedo","nrc",NA
"8896","peril","Negativo","nrc",NA
"8897","peril","Anticipación","nrc",NA
"8898","peril","Tristeza","nrc",NA
"8899","periodicidad","Confianza","nrc",NA
"8900","periodismo","Confianza","nrc",NA
"8901","periodista","Positivo","nrc",NA
"8902","perjudicar","Negativo","nrc",NA
"8903","perjudicial","Rechazo","nrc",NA
"8904","perjudicial","Enojo","nrc",NA
"8905","perjudicial","Miedo","nrc",NA
"8906","perjudicial","Negativo","nrc",NA
"8907","perjudicial","Tristeza","nrc",NA
"8908","perjurio","Asombro","nrc",NA
"8909","perjurio","Miedo","nrc",NA
"8910","perjurio","Negativo","nrc",NA
"8911","permiso","Positivo","nrc",NA
"8912","permitir","Confianza","nrc",NA
"8913","permitir","Positivo","nrc",NA
"8914","permitirse","Positivo","nrc",NA
"8915","pernicioso","Enojo","nrc",NA
"8916","pernicioso","Miedo","nrc",NA
"8917","pernicioso","Negativo","nrc",NA
"8918","pernicioso","Tristeza","nrc",NA
"8919","perpetuación","Negativo","nrc",NA
"8920","perpetuar","Anticipación","nrc",NA
"8921","perpetuidad","Confianza","nrc",NA
"8922","perpetuidad","Positivo","nrc",NA
"8923","perpetuidad","Anticipación","nrc",NA
"8924","perplejidad","Negativo","nrc",NA
"8925","perplejidad","Tristeza","nrc",NA
"8926","perplejo","Negativo","nrc",NA
"8927","perra","Rechazo","nrc",NA
"8928","perra","Enojo","nrc",NA
"8929","perra","Miedo","nrc",NA
"8930","perra","Negativo","nrc",NA
"8931","perra","Tristeza","nrc",NA
"8932","perrera","Tristeza","nrc",NA
"8933","persecución","Rechazo","nrc",NA
"8934","persecución","Enojo","nrc",NA
"8935","persecución","Miedo","nrc",NA
"8936","persecución","Negativo","nrc",NA
"8937","persecución","Tristeza","nrc",NA
"8938","perseguir","Enojo","nrc",NA
"8939","perseguir","Miedo","nrc",NA
"8940","perseguir","Negativo","nrc",NA
"8941","persistencia","Positivo","nrc",NA
"8942","persistente","Positivo","nrc",NA
"8943","persistir","Anticipación","nrc",NA
"8944","personal","Confianza","nrc",NA
"8945","personificar","Negativo","nrc",NA
"8946","perspectiva","Positivo","nrc",NA
"8947","perspicacia","Positivo","nrc",NA
"8948","perspicaz","Positivo","nrc",NA
"8949","persuadir","Confianza","nrc",NA
"8950","pertinente","Confianza","nrc",NA
"8951","pertinente","Positivo","nrc",NA
"8952","perturbación","Asombro","nrc",NA
"8953","perturbación","Enojo","nrc",NA
"8954","perturbación","Miedo","nrc",NA
"8955","perturbación","Negativo","nrc",NA
"8956","perturbación","Tristeza","nrc",NA
"8957","perturbado","Enojo","nrc",NA
"8958","perturbado","Negativo","nrc",NA
"8959","perturbado","Tristeza","nrc",NA
"8960","perversión","Rechazo","nrc",NA
"8961","perversión","Enojo","nrc",NA
"8962","perversión","Negativo","nrc",NA
"8963","perversión","Tristeza","nrc",NA
"8964","perverso","Rechazo","nrc",NA
"8965","perverso","Enojo","nrc",NA
"8966","perverso","Miedo","nrc",NA
"8967","perverso","Negativo","nrc",NA
"8968","pervertido","Rechazo","nrc",NA
"8969","pervertido","Enojo","nrc",NA
"8970","pervertido","Negativo","nrc",NA
"8971","pesadilla","Enojo","nrc",NA
"8972","pesadilla","Miedo","nrc",NA
"8973","pesadilla","Negativo","nrc",NA
"8974","pesadilla","Tristeza","nrc",NA
"8975","pesado","Miedo","nrc",NA
"8976","pesado","Negativo","nrc",NA
"8977","pesimismo","Enojo","nrc",NA
"8978","pesimismo","Miedo","nrc",NA
"8979","pesimismo","Negativo","nrc",NA
"8980","pesimismo","Tristeza","nrc",NA
"8981","pesimista","Miedo","nrc",NA
"8982","pesimista","Negativo","nrc",NA
"8983","pesimista","Tristeza","nrc",NA
"8984","peso","Alegría","nrc",NA
"8985","peso","Asombro","nrc",NA
"8986","peso","Confianza","nrc",NA
"8987","peso","Rechazo","nrc",NA
"8988","peso","Miedo","nrc",NA
"8989","peso","Negativo","nrc",NA
"8990","peso","Positivo","nrc",NA
"8991","peso","Anticipación","nrc",NA
"8992","peso","Tristeza","nrc",NA
"8993","pestilencia","Rechazo","nrc",NA
"8994","pestilencia","Miedo","nrc",NA
"8995","pestilencia","Negativo","nrc",NA
"8996","petardo","Asombro","nrc",NA
"8997","petardo","Enojo","nrc",NA
"8998","petardo","Miedo","nrc",NA
"8999","petardo","Negativo","nrc",NA
"9000","petardo","Anticipación","nrc",NA
"9001","petróleo","Rechazo","nrc",NA
"9002","petróleo","Negativo","nrc",NA
"9003","petróleo","Positivo","nrc",NA
"9004","piadoso","Alegría","nrc",NA
"9005","piadoso","Confianza","nrc",NA
"9006","piadoso","Rechazo","nrc",NA
"9007","piadoso","Positivo","nrc",NA
"9008","piadoso","Tristeza","nrc",NA
"9009","picadillo","Negativo","nrc",NA
"9010","picadura","Enojo","nrc",NA
"9011","picadura","Miedo","nrc",NA
"9012","picadura","Negativo","nrc",NA
"9013","picar","Negativo","nrc",NA
"9014","pícaro","Rechazo","nrc",NA
"9015","pícaro","Negativo","nrc",NA
"9016","picnic","Alegría","nrc",NA
"9017","picnic","Asombro","nrc",NA
"9018","picnic","Confianza","nrc",NA
"9019","picnic","Positivo","nrc",NA
"9020","picnic","Anticipación","nrc",NA
"9021","picotear","Positivo","nrc",NA
"9022","pie","Confianza","nrc",NA
"9023","piedad","Positivo","nrc",NA
"9024","piedra","Enojo","nrc",NA
"9025","piedra","Negativo","nrc",NA
"9026","pifia","Rechazo","nrc",NA
"9027","pifia","Negativo","nrc",NA
"9028","pifia","Tristeza","nrc",NA
"9029","pilar","Confianza","nrc",NA
"9030","pilar","Positivo","nrc",NA
"9031","píldora","Confianza","nrc",NA
"9032","píldora","Positivo","nrc",NA
"9033","pillaje","Rechazo","nrc",NA
"9034","pillaje","Enojo","nrc",NA
"9035","pillaje","Miedo","nrc",NA
"9036","pillaje","Negativo","nrc",NA
"9037","pilluelo","Negativo","nrc",NA
"9038","piloto","Confianza","nrc",NA
"9039","piloto","Positivo","nrc",NA
"9040","pináculo","Positivo","nrc",NA
"9041","pinchazo","Asombro","nrc",NA
"9042","pinchazo","Rechazo","nrc",NA
"9043","pinchazo","Enojo","nrc",NA
"9044","pinchazo","Miedo","nrc",NA
"9045","pinchazo","Negativo","nrc",NA
"9046","pino","Negativo","nrc",NA
"9047","pino","Tristeza","nrc",NA
"9048","pintoresco","Alegría","nrc",NA
"9049","pintoresco","Confianza","nrc",NA
"9050","pintoresco","Positivo","nrc",NA
"9051","piñón","Miedo","nrc",NA
"9052","piñón","Negativo","nrc",NA
"9053","piojo","Rechazo","nrc",NA
"9054","piojo","Negativo","nrc",NA
"9055","pionero","Positivo","nrc",NA
"9056","piqué","Enojo","nrc",NA
"9057","piqué","Negativo","nrc",NA
"9058","piquete","Enojo","nrc",NA
"9059","piquete","Miedo","nrc",NA
"9060","piquete","Negativo","nrc",NA
"9061","piquete","Anticipación","nrc",NA
"9062","piquetes","Enojo","nrc",NA
"9063","piquetes","Negativo","nrc",NA
"9064","pirata","Enojo","nrc",NA
"9065","pirata","Negativo","nrc",NA
"9066","piratería","Negativo","nrc",NA
"9067","piscina","Positivo","nrc",NA
"9068","pista","Anticipación","nrc",NA
"9069","pistola","Enojo","nrc",NA
"9070","pistola","Miedo","nrc",NA
"9071","pistola","Negativo","nrc",NA
"9072","pivote","Confianza","nrc",NA
"9073","pivote","Positivo","nrc",NA
"9074","pizarra","Positivo","nrc",NA
"9075","placentero","Alegría","nrc",NA
"9076","placentero","Positivo","nrc",NA
"9077","plácido","Positivo","nrc",NA
"9078","plaga","Rechazo","nrc",NA
"9079","plaga","Miedo","nrc",NA
"9080","plaga","Negativo","nrc",NA
"9081","plaga","Tristeza","nrc",NA
"9082","plagio","Rechazo","nrc",NA
"9083","plagio","Negativo","nrc",NA
"9084","plan","Anticipación","nrc",NA
"9085","planificación","Confianza","nrc",NA
"9086","planificación","Positivo","nrc",NA
"9087","planificación","Anticipación","nrc",NA
"9088","plantear","Negativo","nrc",NA
"9089","platija","Miedo","nrc",NA
"9090","platija","Negativo","nrc",NA
"9091","platija","Tristeza","nrc",NA
"9092","playa","Alegría","nrc",NA
"9093","pleito","Asombro","nrc",NA
"9094","pleito","Rechazo","nrc",NA
"9095","pleito","Enojo","nrc",NA
"9096","pleito","Miedo","nrc",NA
"9097","pleito","Negativo","nrc",NA
"9098","pleito","Tristeza","nrc",NA
"9099","plenario","Positivo","nrc",NA
"9100","plexo","Positivo","nrc",NA
"9101","plomada","Positivo","nrc",NA
"9102","población","Positivo","nrc",NA
"9103","pobre","Negativo","nrc",NA
"9104","pobre","Tristeza","nrc",NA
"9105","pobreza","Rechazo","nrc",NA
"9106","pobreza","Enojo","nrc",NA
"9107","pobreza","Miedo","nrc",NA
"9108","pobreza","Negativo","nrc",NA
"9109","pobreza","Tristeza","nrc",NA
"9110","pocilga","Rechazo","nrc",NA
"9111","pocilga","Negativo","nrc",NA
"9112","poderosamente","Miedo","nrc",NA
"9113","poderosamente","Positivo","nrc",NA
"9114","poderoso","Alegría","nrc",NA
"9115","poderoso","Confianza","nrc",NA
"9116","poderoso","Enojo","nrc",NA
"9117","poderoso","Miedo","nrc",NA
"9118","poderoso","Positivo","nrc",NA
"9119","podredumbre","Rechazo","nrc",NA
"9120","podredumbre","Miedo","nrc",NA
"9121","podredumbre","Negativo","nrc",NA
"9122","podredumbre","Tristeza","nrc",NA
"9123","podrido","Rechazo","nrc",NA
"9124","podrido","Negativo","nrc",NA
"9125","polaridad","Asombro","nrc",NA
"9126","polémica","Rechazo","nrc",NA
"9127","polémica","Enojo","nrc",NA
"9128","polémica","Negativo","nrc",NA
"9129","polémico","Enojo","nrc",NA
"9130","polémico","Negativo","nrc",NA
"9131","poli","Confianza","nrc",NA
"9132","poli","Miedo","nrc",NA
"9133","policía","Confianza","nrc",NA
"9134","policía","Miedo","nrc",NA
"9135","policía","Positivo","nrc",NA
"9136","poligamia","Rechazo","nrc",NA
"9137","poligamia","Negativo","nrc",NA
"9138","polio","Miedo","nrc",NA
"9139","polio","Negativo","nrc",NA
"9140","polio","Tristeza","nrc",NA
"9141","política","Confianza","nrc",NA
"9142","política","Enojo","nrc",NA
"9143","polizonte","Confianza","nrc",NA
"9144","polizonte","Miedo","nrc",NA
"9145","pollo","Miedo","nrc",NA
"9146","polución","Rechazo","nrc",NA
"9147","polución","Negativo","nrc",NA
"9148","polvo","Negativo","nrc",NA
"9149","pólvora","Miedo","nrc",NA
"9150","pomada","Positivo","nrc",NA
"9151","pompa","Negativo","nrc",NA
"9152","pomposo","Rechazo","nrc",NA
"9153","pomposo","Negativo","nrc",NA
"9154","ponche","Asombro","nrc",NA
"9155","ponche","Enojo","nrc",NA
"9156","ponche","Miedo","nrc",NA
"9157","ponche","Negativo","nrc",NA
"9158","ponche","Tristeza","nrc",NA
"9159","ponderar","Confianza","nrc",NA
"9160","ponderar","Anticipación","nrc",NA
"9161","pontífice","Confianza","nrc",NA
"9162","popularidad","Positivo","nrc",NA
"9163","popularizado","Positivo","nrc",NA
"9164","popurrí","Positivo","nrc",NA
"9165","pornografía","Rechazo","nrc",NA
"9166","pornografía","Negativo","nrc",NA
"9167","pornográfico","Negativo","nrc",NA
"9168","porrazo","Enojo","nrc",NA
"9169","porrazo","Negativo","nrc",NA
"9170","portador","Negativo","nrc",NA
"9171","portátil","Positivo","nrc",NA
"9172","portavoz","Confianza","nrc",NA
"9173","poseer","Alegría","nrc",NA
"9174","poseer","Confianza","nrc",NA
"9175","poseer","Positivo","nrc",NA
"9176","poseer","Anticipación","nrc",NA
"9177","poseído","Rechazo","nrc",NA
"9178","poseído","Enojo","nrc",NA
"9179","poseído","Miedo","nrc",NA
"9180","poseído","Negativo","nrc",NA
"9181","posesión","Rechazo","nrc",NA
"9182","posesión","Enojo","nrc",NA
"9183","posesión","Miedo","nrc",NA
"9184","posesión","Negativo","nrc",NA
"9185","posibilidad","Anticipación","nrc",NA
"9186","posición","Positivo","nrc",NA
"9187","postigo","Positivo","nrc",NA
"9188","póstumo","Negativo","nrc",NA
"9189","póstumo","Tristeza","nrc",NA
