"","palabra","sentimiento","lexicon","valor"
"8223","nobleza","positivo","nrc",NA
"8224","nobleza","premonición","nrc",NA
"8225","noción","negativo","nrc",NA
"8226","noción","positivo","nrc",NA
"8227","nocivo","disgusto","nrc",NA
"8228","nocivo","miedo","nrc",NA
"8229","nocivo","negativo","nrc",NA
"8230","nominación","positivo","nrc",NA
"8231","noria","premonición","nrc",NA
"8232","norma","confianza","nrc",NA
"8233","norma","miedo","nrc",NA
"8234","normalidad","positivo","nrc",NA
"8235","nostálgico","negativo","nrc",NA
"8236","nostálgico","tristeza","nrc",NA
"8237","notable","alegría","nrc",NA
"8238","notable","asombro","nrc",NA
"8239","notable","confianza","nrc",NA
"8240","notable","positivo","nrc",NA
"8241","notablemente","alegría","nrc",NA
"8242","notablemente","asombro","nrc",NA
"8243","notablemente","confianza","nrc",NA
"8244","notablemente","positivo","nrc",NA
"8245","notables","positivo","nrc",NA
"8246","notario","confianza","nrc",NA
"8247","notificación","premonición","nrc",NA
"8248","novela","alegría","nrc",NA
"8249","novela","asombro","nrc",NA
"8250","novela","confianza","nrc",NA
"8251","novela","miedo","nrc",NA
"8252","novela","positivo","nrc",NA
"8253","novela","premonición","nrc",NA
"8254","novela","tristeza","nrc",NA
"8255","novia","alegría","nrc",NA
"8256","novia","confianza","nrc",NA
"8257","novia","positivo","nrc",NA
"8258","novia","premonición","nrc",NA
"8259","noviazgo","alegría","nrc",NA
"8260","noviazgo","confianza","nrc",NA
"8261","noviazgo","positivo","nrc",NA
"8262","noviazgo","premonición","nrc",NA
"8263","novio","alegría","nrc",NA
"8264","novio","confianza","nrc",NA
"8265","novio","positivo","nrc",NA
"8266","novio","premonición","nrc",NA
"8267","novio","tristeza","nrc",NA
"8268","nublada","negativo","nrc",NA
"8269","nublada","tristeza","nrc",NA
"8270","nublado","negativo","nrc",NA
"8271","nublado","tristeza","nrc",NA
"8272","nubosidad","miedo","nrc",NA
"8273","nubosidad","negativo","nrc",NA
"8274","núcleo","positivo","nrc",NA
"8275","números","positivo","nrc",NA
"8276","nupcial","alegría","nrc",NA
"8277","nupcial","confianza","nrc",NA
"8278","nupcial","positivo","nrc",NA
"8279","nupcial","premonición","nrc",NA
"8280","nutrir","alegría","nrc",NA
"8281","nutrir","confianza","nrc",NA
"8282","nutrir","disgusto","nrc",NA
"8283","nutrir","ira","nrc",NA
"8284","nutrir","miedo","nrc",NA
"8285","nutrir","positivo","nrc",NA
"8286","nutrir","premonición","nrc",NA
"8287","nutritivo","positivo","nrc",NA
"8288","nutritivo","tristeza","nrc",NA
"8289","oasis","alegría","nrc",NA
"8290","oasis","confianza","nrc",NA
"8291","oasis","positivo","nrc",NA
"8292","oasis","premonición","nrc",NA
"8293","obedecer","confianza","nrc",NA
"8294","obedecer","miedo","nrc",NA
"8295","obediencia","confianza","nrc",NA
"8296","obediencia","positivo","nrc",NA
"8297","obediente","confianza","nrc",NA
"8298","obediente","positivo","nrc",NA
"8299","obediente","premonición","nrc",NA
"8300","obertura","premonición","nrc",NA
"8301","obesidad","disgusto","nrc",NA
"8302","obesidad","negativo","nrc",NA
"8303","obesidad","tristeza","nrc",NA
"8304","obeso","disgusto","nrc",NA
"8305","obeso","negativo","nrc",NA
"8306","obituario","negativo","nrc",NA
"8307","obituario","tristeza","nrc",NA
"8308","objeción","ira","nrc",NA
"8309","objeción","negativo","nrc",NA
"8310","objetable","negativo","nrc",NA
"8311","objetivo","confianza","nrc",NA
"8312","objetivo","positivo","nrc",NA
"8313","objetivo","premonición","nrc",NA
"8314","obligación","premonición","nrc",NA
"8315","obligar","confianza","nrc",NA
"8316","obligar","disgusto","nrc",NA
"8317","obligar","ira","nrc",NA
"8318","obligar","miedo","nrc",NA
"8319","obligar","negativo","nrc",NA
"8320","obligatorio","negativo","nrc",NA
"8321","obliteración","miedo","nrc",NA
"8322","obliteración","negativo","nrc",NA
"8323","obliteración","tristeza","nrc",NA
"8324","obliterado","ira","nrc",NA
"8325","obliterado","miedo","nrc",NA
"8326","obliterado","negativo","nrc",NA
"8327","obliterar","ira","nrc",NA
"8328","obliterar","miedo","nrc",NA
"8329","obliterar","negativo","nrc",NA
"8330","obliterar","tristeza","nrc",NA
"8331","obscenidad","disgusto","nrc",NA
"8332","obscenidad","ira","nrc",NA
"8333","obscenidad","miedo","nrc",NA
"8334","obscenidad","negativo","nrc",NA
"8335","obsceno","disgusto","nrc",NA
"8336","obsceno","negativo","nrc",NA
"8337","observante","positivo","nrc",NA
"8338","obstaculizando","negativo","nrc",NA
"8339","obstaculizando","tristeza","nrc",NA
"8340","obstáculo","ira","nrc",NA
"8341","obstáculo","miedo","nrc",NA
"8342","obstáculo","negativo","nrc",NA
"8343","obstáculo","tristeza","nrc",NA
"8344","obstétrico","confianza","nrc",NA
"8345","obstinado","negativo","nrc",NA
"8346","obstinado","positivo","nrc",NA
"8347","obstrucción","negativo","nrc",NA
"8348","obstructivo","ira","nrc",NA
"8349","obstructivo","negativo","nrc",NA
"8350","obstruir","ira","nrc",NA
"8351","obstruir","miedo","nrc",NA
"8352","obstruir","negativo","nrc",NA
"8353","obtuso","negativo","nrc",NA
"8354","obvio","confianza","nrc",NA
"8355","obvio","positivo","nrc",NA
"8356","ocio","alegría","nrc",NA
"8357","ocio","asombro","nrc",NA
"8358","ocio","confianza","nrc",NA
"8359","ocio","positivo","nrc",NA
"8360","ocio","premonición","nrc",NA
"8361","ocioso","negativo","nrc",NA
"8362","ocultación","ira","nrc",NA
"8363","ocultación","miedo","nrc",NA
"8364","ocultación","negativo","nrc",NA
"8365","ocultación","premonición","nrc",NA
"8366","ocultar","miedo","nrc",NA
"8367","ocultar","negativo","nrc",NA
"8368","ocultar","tristeza","nrc",NA
"8369","oculto","asombro","nrc",NA
"8370","oculto","disgusto","nrc",NA
"8371","oculto","miedo","nrc",NA
"8372","oculto","negativo","nrc",NA
"8373","oculto","premonición","nrc",NA
"8374","ocupación","positivo","nrc",NA
"8375","ocupado","alegría","nrc",NA
"8376","ocupado","confianza","nrc",NA
"8377","ocupado","positivo","nrc",NA
"8378","ocupado","premonición","nrc",NA
"8379","ocupante","confianza","nrc",NA
"8380","ocupante","positivo","nrc",NA
"8381","ocupar","positivo","nrc",NA
"8382","odiando","ira","nrc",NA
"8383","odiando","negativo","nrc",NA
"8384","odiar","disgusto","nrc",NA
"8385","odiar","ira","nrc",NA
"8386","odiar","miedo","nrc",NA
"8387","odiar","negativo","nrc",NA
"8388","odiar","tristeza","nrc",NA
"8389","odio","disgusto","nrc",NA
"8390","odio","ira","nrc",NA
"8391","odio","miedo","nrc",NA
"8392","odio","negativo","nrc",NA
"8393","odio","tristeza","nrc",NA
"8394","odioso","disgusto","nrc",NA
"8395","odioso","ira","nrc",NA
"8396","odioso","miedo","nrc",NA
"8397","odioso","negativo","nrc",NA
"8398","odioso","tristeza","nrc",NA
"8399","odontología","miedo","nrc",NA
"8400","ofender","disgusto","nrc",NA
"8401","ofender","ira","nrc",NA
"8402","ofender","negativo","nrc",NA
"8403","ofendido","ira","nrc",NA
"8404","ofendido","negativo","nrc",NA
"8405","ofendido","tristeza","nrc",NA
"8406","ofensiva","disgusto","nrc",NA
"8407","ofensiva","ira","nrc",NA
"8408","ofensiva","negativo","nrc",NA
"8409","oferta","positivo","nrc",NA
"8410","oficial","confianza","nrc",NA
"8411","oficial","positivo","nrc",NA
"8412","ofrenda","confianza","nrc",NA
"8413","ogro","disgusto","nrc",NA
"8414","ogro","miedo","nrc",NA
"8415","ogro","negativo","nrc",NA
"8416","okupa","negativo","nrc",NA
"8417","oleada","asombro","nrc",NA
"8418","olfativo","negativo","nrc",NA
"8419","olfativo","premonición","nrc",NA
"8420","oliendo","disgusto","nrc",NA
"8421","oliendo","negativo","nrc",NA
"8422","oligarquía","negativo","nrc",NA
"8423","olor","disgusto","nrc",NA
"8424","olor","ira","nrc",NA
"8425","olor","negativo","nrc",NA
"8426","olvidado","miedo","nrc",NA
"8427","olvidado","negativo","nrc",NA
"8428","olvidado","tristeza","nrc",NA
"8429","olvidar","miedo","nrc",NA
"8430","olvidar","negativo","nrc",NA
"8431","olvidar","tristeza","nrc",NA
"8432","olvido","ira","nrc",NA
"8433","olvido","miedo","nrc",NA
"8434","olvido","negativo","nrc",NA
"8435","ominoso","miedo","nrc",NA
"8436","ominoso","negativo","nrc",NA
"8437","ominoso","premonición","nrc",NA
"8438","omitir","negativo","nrc",NA
"8439","omnipotencia","miedo","nrc",NA
"8440","omnipotencia","negativo","nrc",NA
"8441","omnipotencia","positivo","nrc",NA
"8442","omnisciente","confianza","nrc",NA
"8443","omnisciente","positivo","nrc",NA
"8444","oneroso","ira","nrc",NA
"8445","oneroso","negativo","nrc",NA
"8446","oneroso","tristeza","nrc",NA
"8447","opaco","negativo","nrc",NA
"8448","opción","positivo","nrc",NA
"8449","opcional","positivo","nrc",NA
"8450","ópera","alegría","nrc",NA
"8451","ópera","asombro","nrc",NA
"8452","ópera","confianza","nrc",NA
"8453","ópera","ira","nrc",NA
"8454","ópera","miedo","nrc",NA
"8455","ópera","positivo","nrc",NA
"8456","ópera","premonición","nrc",NA
"8457","ópera","tristeza","nrc",NA
"8458","operación","confianza","nrc",NA
"8459","operación","miedo","nrc",NA
"8460","operístico","negativo","nrc",NA
"8461","opiáceo","negativo","nrc",NA
"8462","opio","disgusto","nrc",NA
"8463","opio","ira","nrc",NA
"8464","opio","miedo","nrc",NA
"8465","opio","negativo","nrc",NA
"8466","opio","tristeza","nrc",NA
"8467","oportunidad","asombro","nrc",NA
"8468","oportunidad","positivo","nrc",NA
"8469","oportunidad","premonición","nrc",NA
"8470","oportuno","alegría","nrc",NA
"8471","oportuno","positivo","nrc",NA
"8472","oposición","ira","nrc",NA
"8473","oposición","negativo","nrc",NA
"8474","opresión","disgusto","nrc",NA
"8475","opresión","ira","nrc",NA
"8476","opresión","miedo","nrc",NA
"8477","opresión","negativo","nrc",NA
"8478","opresión","tristeza","nrc",NA
"8479","opresivo","disgusto","nrc",NA
"8480","opresivo","ira","nrc",NA
"8481","opresivo","miedo","nrc",NA
"8482","opresivo","negativo","nrc",NA
"8483","opresivo","tristeza","nrc",NA
"8484","opresor","ira","nrc",NA
"8485","opresor","miedo","nrc",NA
"8486","opresor","negativo","nrc",NA
"8487","opresor","tristeza","nrc",NA
"8488","oprimir","disgusto","nrc",NA
"8489","oprimir","ira","nrc",NA
"8490","oprimir","miedo","nrc",NA
"8491","oprimir","negativo","nrc",NA
"8492","oprimir","tristeza","nrc",NA
"8493","optimismo","alegría","nrc",NA
"8494","optimismo","asombro","nrc",NA
"8495","optimismo","confianza","nrc",NA
"8496","optimismo","positivo","nrc",NA
"8497","optimismo","premonición","nrc",NA
"8498","optimista","confianza","nrc",NA
"8499","optimista","positivo","nrc",NA
"8500","opuesto","ira","nrc",NA
"8501","opuesto","miedo","nrc",NA
"8502","opuesto","negativo","nrc",NA
"8503","opulencia","alegría","nrc",NA
"8504","opulencia","positivo","nrc",NA
"8505","oración","positivo","nrc",NA
"8506","oráculo","confianza","nrc",NA
"8507","oráculo","positivo","nrc",NA
"8508","oráculo","premonición","nrc",NA
"8509","orar","alegría","nrc",NA
"8510","orar","asombro","nrc",NA
"8511","orar","confianza","nrc",NA
"8512","orar","miedo","nrc",NA
"8513","orar","positivo","nrc",NA
"8514","orar","premonición","nrc",NA
"8515","orco","disgusto","nrc",NA
"8516","orco","ira","nrc",NA
"8517","orco","miedo","nrc",NA
"8518","orco","negativo","nrc",NA
"8519","ordalía","asombro","nrc",NA
"8520","ordalía","ira","nrc",NA
"8521","ordalía","negativo","nrc",NA
"8522","ordenación","alegría","nrc",NA
"8523","ordenación","confianza","nrc",NA
"8524","ordenación","positivo","nrc",NA
"8525","ordenación","premonición","nrc",NA
"8526","ordenado","confianza","nrc",NA
"8527","ordenado","positivo","nrc",NA
"8528","ordenanza","confianza","nrc",NA
"8529","orfeón","positivo","nrc",NA
"8530","orgánico","positivo","nrc",NA
"8531","organización","alegría","nrc",NA
"8532","organización","asombro","nrc",NA
"8533","organización","confianza","nrc",NA
"8534","organización","positivo","nrc",NA
"8535","organización","premonición","nrc",NA
"8536","organizado","positivo","nrc",NA
"8537","organizar","positivo","nrc",NA
"8538","órgano","alegría","nrc",NA
"8539","órgano","premonición","nrc",NA
"8540","orgasmo","alegría","nrc",NA
"8541","orgasmo","positivo","nrc",NA
"8542","orgasmo","premonición","nrc",NA
"8543","orgullo","alegría","nrc",NA
"8544","orgullo","positivo","nrc",NA
"8545","orgulloso","alegría","nrc",NA
"8546","orgulloso","confianza","nrc",NA
"8547","orgulloso","positivo","nrc",NA
"8548","orgulloso","premonición","nrc",NA
"8549","originalidad","asombro","nrc",NA
"8550","originalidad","positivo","nrc",NA
"8551","ornamentado","positivo","nrc",NA
"8552","oro","positivo","nrc",NA
"8553","oropel","alegría","nrc",NA
"8554","oropel","positivo","nrc",NA
"8555","orquesta","alegría","nrc",NA
"8556","orquesta","confianza","nrc",NA
"8557","orquesta","ira","nrc",NA
"8558","orquesta","positivo","nrc",NA
"8559","orquesta","tristeza","nrc",NA
"8560","ortiga","disgusto","nrc",NA
"8561","ortiga","ira","nrc",NA
"8562","ortiga","negativo","nrc",NA
"8563","ortodoxia","confianza","nrc",NA
"8564","ortografía","positivo","nrc",NA
"8565","oscurecer","miedo","nrc",NA
"8566","oscurecer","negativo","nrc",NA
"8567","oscurecer","tristeza","nrc",NA
"8568","oscurecido","miedo","nrc",NA
"8569","oscurecido","negativo","nrc",NA
"8570","oscurecido","tristeza","nrc",NA
"8571","oscuridad","ira","nrc",NA
"8572","oscuridad","miedo","nrc",NA
"8573","oscuridad","negativo","nrc",NA
"8574","oscuridad","tristeza","nrc",NA
"8575","oscuro","tristeza","nrc",NA
"8576","ostentar","negativo","nrc",NA
"8577","ovación","negativo","nrc",NA
"8578","ovación","tristeza","nrc",NA
"8579","owing","confianza","nrc",NA
"8580","owing","disgusto","nrc",NA
"8581","owing","ira","nrc",NA
"8582","owing","miedo","nrc",NA
"8583","owing","negativo","nrc",NA
"8584","owing","premonición","nrc",NA
"8585","owing","tristeza","nrc",NA
"8586","oxidación","negativo","nrc",NA
"8587","oxidado","negativo","nrc",NA
"8588","óxido","negativo","nrc",NA
"8589","paca","miedo","nrc",NA
"8590","paca","negativo","nrc",NA
"8591","paciencia","confianza","nrc",NA
"8592","paciencia","positivo","nrc",NA
"8593","paciencia","premonición","nrc",NA
"8594","paciente","positivo","nrc",NA
"8595","paciente","premonición","nrc",NA
"8596","pacífico","alegría","nrc",NA
"8597","pacífico","asombro","nrc",NA
"8598","pacífico","confianza","nrc",NA
"8599","pacífico","positivo","nrc",NA
"8600","pacífico","premonición","nrc",NA
"8601","pacotilla","disgusto","nrc",NA
"8602","pacotilla","ira","nrc",NA
"8603","pacotilla","negativo","nrc",NA
"8604","pacto","confianza","nrc",NA
"8605","pacto","positivo","nrc",NA
"8606","padre","confianza","nrc",NA
"8607","pagano","miedo","nrc",NA
"8608","pagano","negativo","nrc",NA
"8609","pagar","alegría","nrc",NA
"8610","pagar","confianza","nrc",NA
"8611","pagar","positivo","nrc",NA
"8612","pagar","premonición","nrc",NA
"8613","pago","negativo","nrc",NA
"8614","paja","ira","nrc",NA
"8615","paja","miedo","nrc",NA
"8616","paja","negativo","nrc",NA
"8617","palabra","confianza","nrc",NA
"8618","palabra","positivo","nrc",NA
"8619","palabras","ira","nrc",NA
"8620","palabras","negativo","nrc",NA
"8621","palanca","confianza","nrc",NA
"8622","palanca","ira","nrc",NA
"8623","palanca","negativo","nrc",NA
"8624","palanca","premonición","nrc",NA
"8625","paleta","positivo","nrc",NA
"8626","paleta","premonición","nrc",NA
"8627","paliativo","positivo","nrc",NA
"8628","pálido","miedo","nrc",NA
"8629","pálido","negativo","nrc",NA
"8630","pálido","tristeza","nrc",NA
"8631","paliza","ira","nrc",NA
"8632","paliza","miedo","nrc",NA
"8633","paliza","negativo","nrc",NA
"8634","paliza","tristeza","nrc",NA
"8635","paloma","alegría","nrc",NA
"8636","paloma","confianza","nrc",NA
"8637","paloma","negativo","nrc",NA
"8638","paloma","positivo","nrc",NA
"8639","paloma","premonición","nrc",NA
"8640","palpable","asombro","nrc",NA
"8641","pan","negativo","nrc",NA
"8642","panacea","positivo","nrc",NA
"8643","pandemia","miedo","nrc",NA
"8644","pandemia","negativo","nrc",NA
"8645","pandemia","tristeza","nrc",NA
"8646","pandilla","ira","nrc",NA
"8647","pandilla","miedo","nrc",NA
"8648","pandilla","negativo","nrc",NA
"8649","pánico","miedo","nrc",NA
"8650","pánico","negativo","nrc",NA
"8651","pantano","disgusto","nrc",NA
"8652","pantano","miedo","nrc",NA
"8653","pantano","negativo","nrc",NA
"8654","pantanoso","disgusto","nrc",NA
"8655","pantanoso","miedo","nrc",NA
"8656","pantanoso","negativo","nrc",NA
"8657","pañal","disgusto","nrc",NA
"8658","pañal","negativo","nrc",NA
"8659","pañales","disgusto","nrc",NA
"8660","papa","positivo","nrc",NA
"8661","paperas","negativo","nrc",NA
"8662","paracaídas","miedo","nrc",NA
"8663","parada","ira","nrc",NA
"8664","parada","negativo","nrc",NA
"8665","parafrasear","negativo","nrc",NA
"8666","parafrasear","positivo","nrc",NA
"8667","parálisis","disgusto","nrc",NA
"8668","parálisis","ira","nrc",NA
"8669","parálisis","miedo","nrc",NA
"8670","parálisis","negativo","nrc",NA
"8671","parálisis","premonición","nrc",NA
"8672","parálisis","tristeza","nrc",NA
"8673","paralizado","asombro","nrc",NA
"8674","paralizado","ira","nrc",NA
"8675","paralizado","miedo","nrc",NA
"8676","paralizado","negativo","nrc",NA
"8677","paralizado","tristeza","nrc",NA
"8678","paranoia","miedo","nrc",NA
"8679","paranoia","negativo","nrc",NA
"8680","parásito","disgusto","nrc",NA
"8681","parásito","ira","nrc",NA
"8682","parásito","miedo","nrc",NA
"8683","parásito","negativo","nrc",NA
"8684","parche","negativo","nrc",NA
"8685","parcial","negativo","nrc",NA
"8686","parcialidad","ira","nrc",NA
"8687","parcialidad","negativo","nrc",NA
"8688","pardo","negativo","nrc",NA
"8689","parecido","confianza","nrc",NA
"8690","parentela","positivo","nrc",NA
"8691","paria","disgusto","nrc",NA
"8692","paria","miedo","nrc",NA
"8693","paria","negativo","nrc",NA
"8694","paria","tristeza","nrc",NA
"8695","parietal","confianza","nrc",NA
"8696","parietal","positivo","nrc",NA
"8697","parlamento","confianza","nrc",NA
"8698","parlotear","negativo","nrc",NA
"8699","parlotear","positivo","nrc",NA
"8700","parloteo","positivo","nrc",NA
"8701","paro","negativo","nrc",NA
"8702","parodia","disgusto","nrc",NA
"8703","parodia","miedo","nrc",NA
"8704","parodia","negativo","nrc",NA
"8705","parodia","tristeza","nrc",NA
"8706","parrilla","negativo","nrc",NA
"8707","parroquia","confianza","nrc",NA
"8708","parsimonioso","negativo","nrc",NA
"8709","partera","alegría","nrc",NA
"8710","partera","confianza","nrc",NA
"8711","partera","negativo","nrc",NA
"8712","partera","positivo","nrc",NA
"8713","partera","premonición","nrc",NA
"8714","partería","positivo","nrc",NA
"8715","participación","ira","nrc",NA
"8716","participación","positivo","nrc",NA
"8717","participar","confianza","nrc",NA
"8718","participar","positivo","nrc",NA
"8719","particularmente","asombro","nrc",NA
"8720","partidario","alegría","nrc",NA
"8721","partidario","confianza","nrc",NA
"8722","partidario","positivo","nrc",NA
"8723","partidista","negativo","nrc",NA
"8724","partisano","negativo","nrc",NA
"8725","pasajero","premonición","nrc",NA
"8726","pasatiempo","positivo","nrc",NA
"8727","pasión","alegría","nrc",NA
"8728","pasión","confianza","nrc",NA
"8729","pasión","positivo","nrc",NA
"8730","pasión","premonición","nrc",NA
"8731","pasividad","negativo","nrc",NA
"8732","pasivo","negativo","nrc",NA
"8733","pasteles","alegría","nrc",NA
"8734","pasteles","positivo","nrc",NA
"8735","pasto","positivo","nrc",NA
"8736","pastor","alegría","nrc",NA
"8737","pastor","confianza","nrc",NA
"8738","pastor","positivo","nrc",NA
"8739","patada","ira","nrc",NA
"8740","patada","negativo","nrc",NA
"8741","pateando","ira","nrc",NA
"8742","patente","positivo","nrc",NA
"8743","patético","disgusto","nrc",NA
"8744","patético","negativo","nrc",NA
"8745","patético","tristeza","nrc",NA
"8746","patín","ira","nrc",NA
"8747","patín","miedo","nrc",NA
"8748","patín","negativo","nrc",NA
"8749","patín","tristeza","nrc",NA
"8750","patraña","disgusto","nrc",NA
"8751","patraña","ira","nrc",NA
"8752","patraña","negativo","nrc",NA
"8753","patraña","tristeza","nrc",NA
"8754","patriarcal","confianza","nrc",NA
"8755","patriarcal","positivo","nrc",NA
"8756","patrimonio","confianza","nrc",NA
"8757","patrocinador","confianza","nrc",NA
"8758","patrocinador","positivo","nrc",NA
"8759","patrón","confianza","nrc",NA
"8760","patrón","positivo","nrc",NA
"8761","patrulla","confianza","nrc",NA
"8762","pavimento","confianza","nrc",NA
"8763","pavor","miedo","nrc",NA
"8764","pavor","negativo","nrc",NA
"8765","pavor","premonición","nrc",NA
"8766","payaso","alegría","nrc",NA
"8767","payaso","asombro","nrc",NA
"8768","payaso","positivo","nrc",NA
"8769","payaso","premonición","nrc",NA
"8770","paz","alegría","nrc",NA
"8771","paz","confianza","nrc",NA
"8772","paz","positivo","nrc",NA
"8773","paz","premonición","nrc",NA
"8774","peatonal","negativo","nrc",NA
"8775","pecado","disgusto","nrc",NA
"8776","pecado","ira","nrc",NA
"8777","pecado","miedo","nrc",NA
"8778","pecado","negativo","nrc",NA
"8779","pecado","tristeza","nrc",NA
"8780","pecador","disgusto","nrc",NA
"8781","pecador","ira","nrc",NA
"8782","pecador","miedo","nrc",NA
"8783","pecador","negativo","nrc",NA
"8784","pecador","tristeza","nrc",NA
"8785","pecaminoso","disgusto","nrc",NA
"8786","pecaminoso","ira","nrc",NA
"8787","pecaminoso","miedo","nrc",NA
"8788","pecaminoso","negativo","nrc",NA
"8789","pecaminoso","tristeza","nrc",NA
"8790","pecar","disgusto","nrc",NA
"8791","pecar","negativo","nrc",NA
"8792","peculiaridad","positivo","nrc",NA
"8793","peculiaridades","negativo","nrc",NA
"8794","pega","asombro","nrc",NA
"8795","pega","negativo","nrc",NA
"8796","pegajoso","disgusto","nrc",NA
"8797","pelea","asombro","nrc",NA
"8798","pelea","ira","nrc",NA
"8799","pelea","negativo","nrc",NA
"8800","peligro","miedo","nrc",NA
"8801","peligro","negativo","nrc",NA
"8802","peligro","premonición","nrc",NA
"8803","peligro","tristeza","nrc",NA
"8804","peligroso","miedo","nrc",NA
"8805","peligroso","negativo","nrc",NA
"8806","peligroso","premonición","nrc",NA
"8807","peligroso","tristeza","nrc",NA
"8808","pelotón","miedo","nrc",NA
"8809","peludo","disgusto","nrc",NA
"8810","peludo","negativo","nrc",NA
"8811","pena","ira","nrc",NA
"8812","pena","miedo","nrc",NA
"8813","pena","negativo","nrc",NA
"8814","pena","tristeza","nrc",NA
"8815","penal","miedo","nrc",NA
"8816","penal","negativo","nrc",NA
"8817","penal","tristeza","nrc",NA
"8818","penetración","ira","nrc",NA
"8819","penetración","miedo","nrc",NA
"8820","penetración","negativo","nrc",NA
"8821","penitencia","miedo","nrc",NA
"8822","penitencia","tristeza","nrc",NA
"8823","penitenciario","ira","nrc",NA
"8824","penitenciario","negativo","nrc",NA
"8825","penosamente","negativo","nrc",NA
"8826","penosamente","tristeza","nrc",NA
"8827","pensador","positivo","nrc",NA
"8828","pensamiento","premonición","nrc",NA
"8829","pensativo","confianza","nrc",NA
"8830","pensativo","positivo","nrc",NA
"8831","pensativo","tristeza","nrc",NA
"8832","penumbra","negativo","nrc",NA
"8833","penumbra","tristeza","nrc",NA
"8834","peón","confianza","nrc",NA
"8835","peón","negativo","nrc",NA
"8836","peor","miedo","nrc",NA
"8837","peor","negativo","nrc",NA
"8838","peor","tristeza","nrc",NA
"8839","pequeño","negativo","nrc",NA
"8840","percance","asombro","nrc",NA
"8841","percance","disgusto","nrc",NA
"8842","percance","miedo","nrc",NA
"8843","percance","negativo","nrc",NA
"8844","percance","tristeza","nrc",NA
"8845","perceptible","positivo","nrc",NA
"8846","percibir","confianza","nrc",NA
"8847","percibir","positivo","nrc",NA
"8848","perder","asombro","nrc",NA
"8849","perder","disgusto","nrc",NA
"8850","perder","ira","nrc",NA
"8851","perder","miedo","nrc",NA
"8852","perder","negativo","nrc",NA
"8853","perder","tristeza","nrc",NA
"8854","perdición","disgusto","nrc",NA
"8855","perdición","ira","nrc",NA
"8856","perdición","miedo","nrc",NA
"8857","perdición","negativo","nrc",NA
"8858","perdición","tristeza","nrc",NA
"8859","pérdida","ira","nrc",NA
"8860","pérdida","miedo","nrc",NA
"8861","pérdida","negativo","nrc",NA
"8862","pérdida","tristeza","nrc",NA
"8863","perdido","negativo","nrc",NA
"8864","perdido","tristeza","nrc",NA
"8865","perdón","positivo","nrc",NA
"8866","perdonado","positivo","nrc",NA
"8867","perdonador","confianza","nrc",NA
"8868","perdonador","positivo","nrc",NA
"8869","perdonar","positivo","nrc",NA
"8870","perecedero","negativo","nrc",NA
"8871","perecer","miedo","nrc",NA
"8872","perecer","negativo","nrc",NA
"8873","perecer","tristeza","nrc",NA
"8874","perecido","negativo","nrc",NA
"8875","perecido","tristeza","nrc",NA
"8876","pereciendo","miedo","nrc",NA
"8877","pereciendo","negativo","nrc",NA
"8878","pereciendo","tristeza","nrc",NA
"8879","perenne","confianza","nrc",NA
"8880","perenne","positivo","nrc",NA
"8881","pereza","disgusto","nrc",NA
"8882","pereza","negativo","nrc",NA
"8883","perezoso","negativo","nrc",NA
"8884","perfección","alegría","nrc",NA
"8885","perfección","asombro","nrc",NA
"8886","perfección","confianza","nrc",NA
"8887","perfección","positivo","nrc",NA
"8888","perfección","premonición","nrc",NA
"8889","perfecto","alegría","nrc",NA
"8890","perfecto","confianza","nrc",NA
"8891","perfecto","positivo","nrc",NA
"8892","perfecto","premonición","nrc",NA
"8893","pericia","confianza","nrc",NA
"8894","pericia","positivo","nrc",NA
"8895","peril","miedo","nrc",NA
"8896","peril","negativo","nrc",NA
"8897","peril","premonición","nrc",NA
"8898","peril","tristeza","nrc",NA
"8899","periodicidad","confianza","nrc",NA
"8900","periodismo","confianza","nrc",NA
"8901","periodista","positivo","nrc",NA
"8902","perjudicar","negativo","nrc",NA
"8903","perjudicial","disgusto","nrc",NA
"8904","perjudicial","ira","nrc",NA
"8905","perjudicial","miedo","nrc",NA
"8906","perjudicial","negativo","nrc",NA
"8907","perjudicial","tristeza","nrc",NA
"8908","perjurio","asombro","nrc",NA
"8909","perjurio","miedo","nrc",NA
"8910","perjurio","negativo","nrc",NA
"8911","permiso","positivo","nrc",NA
"8912","permitir","confianza","nrc",NA
"8913","permitir","positivo","nrc",NA
"8914","permitirse","positivo","nrc",NA
"8915","pernicioso","ira","nrc",NA
"8916","pernicioso","miedo","nrc",NA
"8917","pernicioso","negativo","nrc",NA
"8918","pernicioso","tristeza","nrc",NA
"8919","perpetuación","negativo","nrc",NA
"8920","perpetuar","premonición","nrc",NA
"8921","perpetuidad","confianza","nrc",NA
"8922","perpetuidad","positivo","nrc",NA
"8923","perpetuidad","premonición","nrc",NA
"8924","perplejidad","negativo","nrc",NA
"8925","perplejidad","tristeza","nrc",NA
"8926","perplejo","negativo","nrc",NA
"8927","perra","disgusto","nrc",NA
"8928","perra","ira","nrc",NA
"8929","perra","miedo","nrc",NA
"8930","perra","negativo","nrc",NA
"8931","perra","tristeza","nrc",NA
"8932","perrera","tristeza","nrc",NA
"8933","persecución","disgusto","nrc",NA
"8934","persecución","ira","nrc",NA
"8935","persecución","miedo","nrc",NA
"8936","persecución","negativo","nrc",NA
"8937","persecución","tristeza","nrc",NA
"8938","perseguir","ira","nrc",NA
